version,ihl,tos,len,ip_flags,frag,ttl,proto,ip_options,time,sport,dport,dataofs,reserved,tcp_udp_flags,window,urgptr,tcp_udp_options,land,time_diff,Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP
4,5,0,69,DF,0,64,6,0,1591102830.844721,60836,1885,8,0,PA,502,0,3,0,1.001382,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,43.064023,43.064023,0.998871,1.004592,0.001130496599981271,3646.0,82.0,83.0,0.3471417571787742,44.0,742.0,16.0,17.0,0.34714175717877416,0.0
4,5,0,69,DF,0,64,6,0,1591102831.847296,60836,1885,8,0,PA,502,0,3,0,1.002575,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,44.066598,44.066598,0.998871,1.004592,0.0011292077551691,3729.0,82.0,83.0,0.3437758254761643,45.0,759.0,16.0,17.0,0.3437758254761643,0.0
4,5,0,69,DF,0,64,6,0,1591102832.847861,60836,1885,8,0,PA,502,0,3,0,1.000565,0.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,0.0,0.0,45.067163,45.067163,0.998871,1.004592,0.001125222859183141,3812.0,82.0,83.0,0.34050261230349943,46.0,776.0,16.0,17.0,0.34050261230349943,0.0
4,5,0,69,DF,0,64,6,0,1591102833.850015,60836,1885,8,0,PA,502,0,3,0,1.002154,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,46.069317,46.069317,0.998871,1.004592,0.0011169165934892338,3895.0,82.0,83.0,0.33731814917823855,47.0,793.0,16.0,17.0,0.33731814917823855,0.0
4,5,0,69,DF,0,64,6,0,1591102834.850878,60836,1885,8,0,PA,502,0,3,0,1.000863,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,47.07018,47.07018,0.998871,1.004592,0.0011086948386023025,3978.0,82.0,83.0,0.3342186823915959,48.0,810.0,16.0,17.0,0.3342186823915959,0.0
4,5,0,69,DF,0,64,6,0,1591102835.852708,60836,1885,8,0,PA,502,0,3,0,1.001830,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,48.07201,48.07201,0.998871,1.004592,0.001097913610490047,4061.0,82.0,83.0,0.331200660553418,49.0,827.0,16.0,17.0,0.331200660553418,0.0
4,5,0,69,DF,0,64,6,0,1591102836.854681,60836,1885,8,0,PA,502,0,3,0,1.001973,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,49.073983,49.073983,0.998871,1.004592,0.0010885142971040849,4144.0,82.0,83.0,0.32826072265931594,50.0,844.0,16.0,17.0,0.3282607226593159,0.0
4,5,0,69,DF,0,64,6,0,1591102837.856490,60836,1885,8,0,PA,502,0,3,0,1.001809,0.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,50.075792,50.075792,0.998871,1.004592,0.0010781800493310522,4227.0,82.0,83.0,0.32539568672798425,51.0,861.0,16.0,17.0,0.32539568672798425,0.0
4,5,0,69,DF,0,64,6,0,1591102838.857704,60836,1885,8,0,PA,502,0,3,0,1.001214,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,51.077006,51.077006,0.998871,1.004592,0.0010681803189188097,4310.0,82.0,83.0,0.32260253903223585,52.0,878.0,16.0,17.0,0.32260253903223585,0.0
4,5,0,68,DF,0,64,6,0,1591102839.860117,60836,1885,8,0,PA,502,0,3,0,1.002413,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,52.079419,52.079419,0.998871,1.004592,0.0010650446614319257,4392.0,82.0,83.0,0.3418128057789596,53.0,894.0,16.0,17.0,0.3418128057789596,0.0
4,5,0,69,DF,0,64,6,0,1591102840.862794,60836,1885,8,0,PA,502,0,3,0,1.002677,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,53.082096,53.082096,0.998871,1.004592,0.0010665114138118737,4475.0,82.0,83.0,0.3390495203045245,54.0,911.0,16.0,17.0,0.3390495203045245,0.0
4,5,0,68,DF,0,64,6,0,1591102841.863415,60836,1885,8,0,PA,502,0,3,0,1.000621,0.0,0.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,54.082717,54.082717,0.998871,1.004592,0.001063923184552124,4557.0,82.0,83.0,0.3558079911965534,55.0,927.0,16.0,17.0,0.3558079911965534,0.0
4,5,0,68,DF,0,64,6,0,1591102842.865830,60836,1885,8,0,PA,502,0,3,0,1.002415,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,0.0,0.0,55.085132,55.085132,0.998871,1.004592,0.0010607325459354652,4639.0,82.0,83.0,0.3705909636481472,56.0,943.0,16.0,17.0,0.3705909636481472,0.0
4,5,0,69,DF,0,64,6,0,1591102843.866722,60836,1885,8,0,PA,502,0,3,0,1.000892,0.0,0.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,56.086024,56.086024,0.998871,1.004592,0.0010546930174410757,4722.0,82.0,83.0,0.3678836036909795,57.0,960.0,16.0,17.0,0.3678836036909795,0.0
4,5,0,69,DF,0,64,6,0,1591102844.868617,60836,1885,8,0,PA,502,0,3,0,1.001895,0.0,0.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,57.087919,57.087919,0.998871,1.004592,0.0010463138872377478,4805.0,82.0,83.0,0.3652311999283316,58.0,977.0,16.0,17.0,0.3652311999283316,0.0
4,5,0,69,DF,0,64,6,0,1591102845.870679,60836,1885,8,0,PA,502,0,3,0,1.002062,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,58.089981,58.089981,0.998871,1.004592,0.001039336528240622,4888.0,82.0,83.0,0.3626321077722928,59.0,994.0,16.0,17.0,0.3626321077722928,0.0
4,5,0,69,DF,0,64,6,0,1591102846.870966,60836,1885,8,0,PA,502,0,3,0,1.000287,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,59.090268,59.090268,0.998871,1.004592,0.0010434042917644494,4971.0,82.0,83.0,0.36008473579027556,60.0,1011.0,16.0,17.0,0.3600847357902755,0.0
4,5,0,68,DF,0,64,6,0,1591102847.872911,60836,1885,8,0,PA,502,0,3,0,1.001945,0.0,0.0,0.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,60.092213,60.092213,0.998871,1.004592,0.0010359107037569368,5053.0,82.0,83.0,0.3732884438274,61.0,1027.0,16.0,17.0,0.3732884438274,0.0
4,5,0,69,DF,0,64,6,0,1591102848.874621,60836,1885,8,0,PA,502,0,3,0,1.001710,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,61.093923,61.093923,0.998871,1.004592,0.0010274809508558224,5136.0,82.0,83.0,0.37080101097607304,62.0,1044.0,16.0,17.0,0.37080101097607304,0.0
4,5,0,69,DF,0,64,6,0,1591102849.876429,60836,1885,8,0,PA,502,0,3,0,1.001808,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,62.095731,62.095731,0.998871,1.004592,0.0010195936096150503,5219.0,82.0,83.0,0.3683594495540746,63.0,1061.0,16.0,17.0,0.3683594495540746,0.0
4,5,0,69,DF,0,64,6,0,1591102850.876799,60836,1885,8,0,PA,502,0,3,0,1.000370,0.0,0.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,63.096101,63.096101,0.998871,1.004592,0.0010220973792840755,5302.0,82.0,83.0,0.36596252735569995,64.0,1078.0,16.0,17.0,0.36596252735569995,0.0
4,5,0,69,DF,0,64,6,0,1591102851.878349,60836,1885,8,0,PA,502,0,3,0,1.001550,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,64.097651,64.097651,0.998871,1.004592,0.0010139577051961226,5385.0,82.0,83.0,0.36360904617671225,65.0,1095.0,16.0,17.0,0.36360904617671225,0.0
4,5,0,69,DF,0,64,6,0,1591102852.879335,60836,1885,8,0,PA,502,0,3,0,1.000986,0.0,0.0,0.0,0.0,66.0,0.0,0.0,66.0,0.0,0.0,65.098637,65.098637,0.998871,1.004592,0.001008230521803498,5468.0,82.0,83.0,0.3612978418647564,66.0,1112.0,16.0,17.0,0.3612978418647564,0.0
4,5,0,69,DF,0,64,6,0,1591102853.881361,60836,1885,8,0,PA,502,0,3,0,1.002026,0.0,0.0,0.0,0.0,67.0,0.0,0.0,67.0,0.0,0.0,66.100663,66.100663,0.998871,1.004592,0.0010024009979075542,5551.0,82.0,83.0,0.3590277841567031,67.0,1129.0,16.0,17.0,0.3590277841567031,0.0
4,5,0,69,DF,0,64,6,0,1591102854.878089,60836,1885,8,0,PA,502,0,3,0,0.996728,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,67.097391,67.097391,0.996728,1.004592,0.001154583252371877,5634.0,82.0,83.0,0.35679777634476006,68.0,1146.0,16.0,17.0,0.35679777634476006,0.0
4,5,0,69,DF,0,64,6,0,1591102855.883262,60836,1885,8,0,PA,502,0,3,0,1.005173,0.0,0.0,0.0,0.0,69.0,0.0,0.0,69.0,0.0,0.0,68.102564,68.102564,0.996728,1.005173,0.0012315058257153524,5717.0,82.0,83.0,0.3546067548061298,69.0,1163.0,16.0,17.0,0.35460675480612985,0.0
4,5,0,69,DF,0,64,6,0,1591102856.884133,60836,1885,8,0,PA,502,0,3,0,1.000871,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,69.103435,69.103435,0.996728,1.005173,0.0012248223146531473,5800.0,82.0,83.0,0.3524536884251207,70.0,1180.0,16.0,17.0,0.3524536884251207,0.0
4,5,0,69,DF,0,64,6,0,1591102857.888040,60836,1885,8,0,PA,502,0,3,0,1.003907,0.0,0.0,0.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,70.107342,70.107342,0.996728,1.005173,0.0012495115183016642,5883.0,82.0,83.0,0.35033757793172343,71.0,1197.0,16.0,17.0,0.35033757793172343,0.0
4,5,0,69,DF,0,64,6,0,1591102858.886875,60836,1885,8,0,PA,502,0,3,0,0.998835,0.0,0.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,71.106177,71.106177,0.996728,1.005173,0.00128122355346902,5966.0,82.0,83.0,0.34825745517658624,72.0,1214.0,16.0,17.0,0.34825745517658624,0.0
4,5,0,69,DF,0,64,6,0,1591102859.890450,60836,1885,8,0,PA,502,0,3,0,1.003575,0.0,0.0,0.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,72.109752,72.109752,0.996728,1.005173,0.0012955602844731792,6049.0,82.0,83.0,0.34621238235890717,73.0,1231.0,16.0,17.0,0.34621238235890717,0.0
4,5,0,69,DF,0,64,6,0,1591102860.889033,60836,1885,8,0,PA,502,0,3,0,0.998583,0.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0,0.0,0.0,73.108335,73.108335,0.996728,1.005173,0.001331794720984892,6132.0,82.0,83.0,0.34420145122091544,74.0,1248.0,16.0,17.0,0.34420145122091544,0.0
